Symbol	Name	Morningstar Category	NAV Return	NAV Return	Minimum Investment	Net Expense Ratio	No Transaction Fees	Morningstar Rating
MMRYX	 MassMutual RetireSMART 2050 Adm	 Target-Date 2050	 +9.78%	 +17.10%	 $0	 0.89%	  	2
MMSDX	 MassMutual RetireSMART 2025 A	 Target-Date 2025	 +7.65%	 +13.04%	 $0	 1.10%	  	2
MMTSX	 MassMutual RetireSMART 2050 Service	 Target-Date 2050	 +9.78%	 +17.05%	 $0	 0.79%	  	2
MMWZX	 MassMutual RetireSMART 2055 I	 Target-Date 2055	 +9.94%	 +17.53%	 $0	 0.57%	  	2
MMXAX	 MassMutual RetireSMART 2035 A	 Target-Date 2035	 +8.68%	 +15.22%	 $0	 1.16%	  	2
MMXTX	 MassMutual RetireSMART 2035 R5	 Target-Date 2035	 +8.93%	 +15.74%	 $0	 0.71%	  	2
MMXUX	 MassMutual RetireSMART 2035 I	 Target-Date 2035	 +9.10%	 +15.87%	 $0	 0.61%	  	2
MNBAX	 Manning & Napier Pro-Blend Extnd Term S	 Allocation--50% to 70% Equity	 +9.23%	 +9.30%	" $2,000"	 1.08%	 NTF	2
MNBRX	 Manning & Napier Pro-Blend Extnd Term R	 Allocation--50% to 70% Equity	 +9.16%	 +9.05%	" $2,000"	 1.33%	  	2
MNECX	 Manning & Napier Pro-Blend Extnd Term R2	 Allocation--50% to 70% Equity	 +8.82%	 +8.56%	" $2,000"	 1.83%	  	2
MNEMX	 Manning & Napier Emerging Markets S	 Diversified Emerging Mkts	 +6.57%	 +2.87%	" $2,000"	 1.18%	 NTF	2
MNHRX	 Manning & Napier Pro-Blend Max Term R	 Allocation--85%+ Equity	 +13.29%	 +13.69%	" $2,000"	 1.34%	  	2
MNILX	 Litman Gregory Masters Intl Inv 	 Foreign Large Blend	 +14.71%	 +21.75%	" $1,000"	 1.31%	 NTF	2
MNMCX	 Manning & Napier Pro-Blend Mod Term R2	 Allocation--30% to 50% Equity	 +6.92%	 +6.28%	" $2,000"	 1.83%	  	2
MNMRX	 Manning & Napier Pro-Blend Mod Term R	 Allocation--30% to 50% Equity	 +7.20%	 +6.74%	" $2,000"	 1.33%	  	2
MNRMX	 Manor	 Large Blend	 +10.02%	 +22.01%	" $1,000"	 1.25%	  	2
MOGAX	 MassMutual RetireSMART Moderate Gr A	 Allocation--70% to 85% Equity	 +8.60%	 +14.99%	 $0	 1.14%	  	2
MOPBX	 MainStay Common Stock B	 Large Blend	 +8.22%	 +14.77%	" $1,000"	 1.98%	  	2
MOPCX	 MainStay Epoch US Small Cap C	 Small Blend	 +5.57%	 +17.47%	" $1,000"	 2.28%	  	2
MOTBX	 MainStay Epoch US Small Cap B	 Small Blend	 +5.57%	 +17.46%	" $1,000"	 2.28%	  	2
MPASX	 MassMutual Premier Strat Emerg Mkts A	 Diversified Emerging Mkts	 +17.77%	 +21.00%	 $0	 1.60%	  	2
MPEYX	 MassMutual Premier Strat Emerg Mkts Svc	 Diversified Emerging Mkts	 +17.84%	 +21.32%	 $0	 1.25%	  	2
MPLSX	 MassMutual Premier Strat Emerg Mkts Adm	 Diversified Emerging Mkts	 +17.95%	 +21.35%	 $0	 1.35%	  	2
MPRRX	 MainStay MAP Equity R2	 Large Blend	 +10.47%	 +20.03%	 $0	 1.20%	  	2
MPRSX	 MassMutual Premier Strat Emerg Mkts R4	 Diversified Emerging Mkts	 +17.85%	 +21.21%	 $0	 1.50%	  	2
MPSMX	 MassMutual Premier Strat Emerg Mkts R5	 Diversified Emerging Mkts	 +18.08%	 +21.63%	 $0	 1.15%	  	2
MPZRX	 MassMutual Premier Strat Emerg Mkts R3	 Diversified Emerging Mkts	 +17.76%	 +20.83%	 $0	 1.75%	  	2
MPZSX	 MassMutual Premier Strat Emerg Mkts I	 Diversified Emerging Mkts	 +18.04%	 +21.67%	 $0	 1.05%	  	2
MRFAX	 MassMutual RetireSMART 2040 A	 Target-Date 2040	 +8.94%	 +15.52%	 $0	 1.15%	  	2
MRFTX	 MassMutual RetireSMART 2040 R5	 Target-Date 2040	 +9.14%	 +15.99%	 $0	 0.70%	  	2
MRFUX	 MassMutual RetireSMART 2040 I	 Target-Date 2040	 +9.14%	 +16.09%	 $0	 0.60%	  	2
MRFYX	 MassMutual RetireSMART 2040 Adm	 Target-Date 2040	 +9.06%	 +15.76%	 $0	 0.90%	  	2
MRGLX	 MassMutual RetireSMART Growth Admin	 Allocation--85%+ Equity	 +9.91%	 +17.34%	 $0	 0.94%	  	2
MRGUX	 MassMutual RetireSMART Gr I	 Allocation--85%+ Equity	 +10.03%	 +17.62%	 $0	 0.64%	  	2
MRGVX	 MassMutual RetireSMART Gr R3	 Allocation--85%+ Equity	 +9.60%	 +16.86%	 $0	 1.34%	  	2
MRGYX	 MassMutual RetireSMART Growth Svc	 Allocation--85%+ Equity	 +9.90%	 +17.46%	 $0	 0.84%	  	2
MRGZX	 MassMutual RetireSMART Gr R4	 Allocation--85%+ Equity	 +9.79%	 +17.11%	 $0	 1.09%	  	2
MRIBX	 MFS Research International B	 Foreign Large Blend	 +15.67%	 +17.88%	" $1,000"	 1.87%	  	2
MRICX	 MFS Research International C	 Foreign Large Blend	 +15.74%	 +17.96%	" $1,000"	 1.87%	  	2
MRLRX	 BlackRock Advantage Large Cap Core R	 Large Blend	 +9.15%	 +22.64%	 $100	 0.98%	  	2
MRMAX	 MassMutual RetireSMART Moderate A	 Allocation--50% to 70% Equity	 +6.60%	 +10.40%	 $0	 1.09%	  	2
MRMLX	 MassMutual RetireSMART Moderate Admin	 Allocation--50% to 70% Equity	 +6.72%	 +10.65%	 $0	 0.84%	  	2
MRMTX	 MassMutual RetireSMART Mod R3	 Allocation--50% to 70% Equity	 +6.55%	 +10.32%	 $0	 1.24%	  	2
MRMUX	 MassMutual RetireSMART Mod I	 Allocation--50% to 70% Equity	 +6.85%	 +11.02%	 $0	 0.54%	  	2
MRMYX	 MassMutual RetireSMART Moderate Svc	 Allocation--50% to 70% Equity	 +6.71%	 +10.84%	 $0	 0.74%	  	2
MRMZX	 MassMutual RetireSMART Mod R4	 Allocation--50% to 70% Equity	 +6.65%	 +10.52%	 $0	 0.99%	  	2
MROSX	 MassMutual RetireSMART Moderate R5	 Allocation--50% to 70% Equity	 +6.85%	 +10.92%	 $0	 0.64%	  	2
MROTX	 MassMutual RetireSMART Mod Gr R3	 Allocation--70% to 85% Equity	 +8.47%	 +14.78%	 $0	 1.29%	  	2
MROUX	 MassMutual RetireSMART Mod Gr I	 Allocation--70% to 85% Equity	 +8.86%	 +15.65%	 $0	 0.59%	  	2
MROZX	 MassMutual RetireSMART Mod Gr R4	 Allocation--70% to 85% Equity	 +8.67%	 +15.15%	 $0	 1.04%	  	2
MRRSX	 MassMutual RetireSMART Growth R5	 Allocation--85%+ Equity	 +9.91%	 +17.60%	 $0	 0.74%	  	2
MRSGX	 MFS Research International R1	 Foreign Large Blend	 +15.67%	 +17.88%	 $0	 1.87%	  	2
MRSPX	 BlackRock Value Opportunitiest R	 Small Blend	 +1.27%	 +19.38%	 $100	 1.51%	  	2
MRTAX	 MassMutual RetireSMART 2020 A	 Target-Date 2020	 +6.64%	 +10.75%	 $0	 1.11%	  	2
MRTBX	 MassMutual RetireSMART 2020 R5	 Target-Date 2020	 +6.88%	 +11.24%	 $0	 0.66%	  	2
MRTDX	 MassMutual RetireSMART 2020 I	 Target-Date 2020	 +6.87%	 +11.34%	 $0	 0.56%	  	2
MRTHX	 MassMutual RetireSMART 2020 R4	 Target-Date 2020	 +6.73%	 +10.90%	 $0	 1.01%	  	2
MRTNX	 MassMutual RetireSMART 2020 R3	 Target-Date 2020	 +6.56%	 +10.58%	 $0	 1.26%	  	2
MRXAX	 MassMutual RetireSMART 2010 A	 Target-Date 2000-2010	 +5.19%	 +7.47%	 $0	 1.08%	  	2
MRXNX	 MassMutual RetireSMART 2010 R3	 Target-Date 2000-2010	 +5.11%	 +7.31%	 $0	 1.23%	  	2
MRXUX	 MassMutual RetireSMART 2010 I	 Target-Date 2000-2010	 +5.47%	 +8.11%	 $0	 0.53%	  	2
MRXYX	 MassMutual RetireSMART 2010 Adm	 Target-Date 2000-2010	 +5.24%	 +7.72%	 $0	 0.83%	  	2
MRYAX	 MassMutual RetireSMART 2030 A	 Target-Date 2030	 +8.42%	 +14.46%	 $0	 1.14%	  	2
MRYNX	 MassMutual RetireSMART 2030 R3	 Target-Date 2030	 +8.31%	 +14.28%	 $0	 1.29%	  	2
MRYSX	 MassMutual RetireSMART 2030 Service	 Target-Date 2030	 +8.53%	 +14.83%	 $0	 0.79%	  	2
MRYTX	 MassMutual RetireSMART 2030 R5	 Target-Date 2030	 +8.55%	 +14.92%	 $0	 0.69%	  	2
MRYUX	 MassMutual RetireSMART 2030 I	 Target-Date 2030	 +8.62%	 +15.08%	 $0	 0.59%	  	2
MRYYX	 MassMutual RetireSMART 2030 Adm	 Target-Date 2030	 +8.45%	 +14.74%	 $0	 0.89%	  	2
MSAAX	 Morgan Stanley Inst Active Intl Allc C	 Foreign Large Blend	 +13.43%	 +17.59%	" $1,000"	 2.00%	  	2
MSMIX	 MainStay MAP Equity Investor	 Large Blend	 +10.44%	 +19.89%	" $1,000"	 1.29%	  	2
MTJKX	 Manning & Napier Target 2015 K	 Target-Date 2015	 +6.59%	 +6.33%	" $2,000"	 1.10%	 NTF	2
MTNKX	 Manning & Napier Target 2020 K	 Target-Date 2020	 +7.68%	 +7.40%	" $2,000"	 1.12%	 NTF	2
MTNRX	 Manning & Napier Target 2020 R	 Target-Date 2020	 +7.51%	 +7.04%	" $2,000"	 1.37%	  	2
MTOKX	 Manning & Napier Target 2025 K	 Target-Date 2025	 +8.54%	 +8.44%	" $2,000"	 1.12%	 NTF	2
MTORX	 Manning & Napier Target 2025 R	 Target-Date 2025	 +8.41%	 +8.15%	" $2,000"	 1.37%	  	2
MTPKX	 Manning & Napier Target 2030 K	 Target-Date 2030	 +9.79%	 +9.95%	" $2,000"	 1.12%	 NTF	2
MTPRX	 Manning & Napier Target 2030 R	 Target-Date 2030	 +9.80%	 +9.75%	" $2,000"	 1.37%	  	2
MTQKX	 Manning & Napier Target 2035 K	 Target-Date 2035	 +10.94%	 +11.16%	" $2,000"	 1.13%	 NTF	2
MTQRX	 Manning & Napier Target 2035 R	 Target-Date 2035	 +10.76%	 +10.91%	" $2,000"	 1.38%	  	2
MTTKX	 Manning & Napier Target 2040 K	 Target-Date 2040	 +11.91%	 +12.36%	" $2,000"	 1.13%	 NTF	2
MTTRX	 Manning & Napier Target 2040 R	 Target-Date 2040	 +11.79%	 +11.95%	" $2,000"	 1.38%	  	2
MTUKX	 Manning & Napier Target 2045 K	 Target-Date 2045	 +12.91%	 +13.44%	" $2,000"	 1.13%	 NTF	2
MTURX	 Manning & Napier Target 2045 R	 Target-Date 2045	 +12.74%	 +13.15%	" $2,000"	 1.38%	  	2
MTYKX	 Manning & Napier Target 2050 K	 Target-Date 2050	 +13.35%	 +13.98%	" $2,000"	 1.13%	 NTF	2
MTYRX	 Manning & Napier Target 2050 R	 Target-Date 2050	 +13.11%	 +13.59%	" $2,000"	 1.38%	  	2
MTZKX	 Manning & Napier Target 2055 K	 Target-Date 2055	 +13.30%	 +13.95%	" $2,000"	 1.13%	 NTF	2
MTZRX	 Manning & Napier Target 2055 R	 Target-Date 2055	 +13.20%	 +13.66%	" $2,000"	 1.38%	  	2
MUERX	 MFS Blended Research Core Equity R1	 Large Blend	 +8.09%	 +14.87%	 $0	 1.49%	  	2
NARCX	 Voya Multi-Manager International Sm Cp C	 Foreign Small/Mid Blend	 +18.37%	 +22.07%	" $1,000"	 2.30%	  	2
NBDRX	 Nuveen Santa Barbara Dividend Growth R3	 Large Blend	 +8.17%	 +13.08%	 $0	 1.24%	  	2
NCDCX	 Nationwide Inv Dest Mod Cnsrv C	 Allocation--30% to 50% Equity	 +4.08%	 +6.39%	" $2,000"	 1.57%	  	2
NCDMX	 Nationwide Inv Dest Mod C	 Allocation--50% to 70% Equity	 +5.87%	 +10.23%	" $2,000"	 1.59%	  	2
NDACX	 Nationwide Inv Dest Agrsv C	 Allocation--85%+ Equity	 +8.85%	 +16.69%	" $2,000"	 1.62%	  	2
NDCCX	 Nationwide Inv Dest Cnsrv C	 Allocation--15% to 30% Equity	 +2.39%	 +2.88%	" $2,000"	 1.56%	  	2
NFSAX	 State Farm International Index A	 Foreign Large Blend	 +14.27%	 +19.07%	" $1,000"	 0.85%	  	2
NFSBX	 State Farm International Index B	 Foreign Large Blend	 +14.06%	 +18.40%	" $1,000"	 1.55%	  	2
NIECX	 Dreyfus/Newton International Equity C	 Foreign Large Blend	 +14.31%	 +12.42%	" $1,000"	 1.82%	  	2
NLHAX	 State Farm LifePath 2030 A	 Target-Date 2030	 +7.62%	 +10.87%	" $1,000"	 0.93%	  	2
NLOAX	 State Farm LifePath 2040 A	 Target-Date 2040	 +9.20%	 +13.73%	" $1,000"	 0.96%	  	2
NLPAX	 State Farm LifePath 2050 A	 Target-Date 2050	 +9.82%	 +14.84%	" $1,000"	 0.99%	  	2
NLPPX	 State Farm LifePath 2050 Premier	 Target-Date 2050	 +9.94%	 +14.98%	" $1,000"	 0.89%	  	2
NLWAX	 State Farm LifePath 2020 A	 Target-Date 2020	 +5.73%	 +7.49%	" $1,000"	 0.91%	  	2
NMCRX	 Nuveen Symphony Mid-Cap Core R3	 Mid-Cap Blend	 +7.21%	 +10.78%	 $0	 1.42%	  	2
NTDCX	 Nationwide Destination 2055 C	 Target-Date 2055	 +8.22%	 +16.39%	" $2,000"	 1.43%	  	2
NTKLX	 Voya Multi-Manager International Sm Cp A	 Foreign Small/Mid Blend	 +18.74%	 +22.84%	" $1,000"	 1.65%	 NTF	2
NWDAX	 Nationwide Destination 2010 A	 Target-Date 2000-2010	 +4.70%	 +7.14%	" $2,000"	 0.86%	  	2
NWDBX	 Nationwide Destination 2010 R	 Target-Date 2000-2010	 +4.60%	 +6.91%	 $0	 1.12%	  	2
NWEAX	 Nationwide Destination 2015 A	 Target-Date 2015	 +5.45%	 +8.65%	" $2,000"	 0.87%	  	2
NWEBX	 Nationwide Destination 2015 R	 Target-Date 2015	 +5.20%	 +8.39%	 $0	 1.14%	  	2
NWECX	 Nationwide Destination 2015 C	 Target-Date 2015	 +5.19%	 +8.11%	" $2,000"	 1.44%	  	2
NWGIX	 Nationwide HighMark LgCp Core Eq C	 Large Blend	 +8.72%	 +16.48%	" $2,000"	 1.88%	  	2
NWHCX	 Nationwide Destination 2025 C	 Target-Date 2025	 +6.34%	 +11.31%	" $2,000"	 1.46%	  	2
NWNCX	 Nationwide Destination 2045 C	 Target-Date 2045	 +7.86%	 +15.78%	" $2,000"	 1.49%	  	2
NWWBX	 Nationwide Bailard Em Mkts Eq C	 Diversified Emerging Mkts	 +16.82%	 +23.02%	" $2,000"	 2.28%	  	2
NYVBX	 Davis NY Venture B	 Large Blend	 +8.32%	 +22.07%	" $1,000"	 1.85%	  	2
NYVCX	 Davis NY Venture C	 Large Blend	 +8.43%	 +22.36%	" $1,000"	 1.66%	  	2
OAACX	 Oppenheimer Active Allc C	 Allocation--70% to 85% Equity	 +10.25%	 +14.38%	" $1,000"	 1.94%	  	2
OAANX	 Oppenheimer Active Allc R	 Allocation--70% to 85% Equity	 +10.41%	 +14.85%	 $0	 1.44%	  	2
OACIX	 Oppenheimer Conservative Inv A	 Allocation--30% to 50% Equity	 +5.06%	 +5.68%	" $1,000"	 0.98%	 NTF	2
OAMIX	 Oppenheimer Moderate Inv A	 Allocation--50% to 70% Equity	 +8.12%	 +11.41%	" $1,000"	 1.04%	 NTF	2
OAREX	 Oakmark International Small Cap Service	 Foreign Small/Mid Blend	 +19.26%	 +31.09%	 $0	 1.69%	  	2
OCIEX	 Optimum International C	 Foreign Large Blend	 +17.00%	 +21.21%	" $1,000"	 2.24%	  	2
OCINX	 Oppenheimer Capital Income R	 Allocation--30% to 50% Equity	 +3.43%	 +6.03%	 $0	 1.29%	  	2
OCMIX	 Oppenheimer Moderate Inv C	 Allocation--50% to 70% Equity	 +7.81%	 +10.64%	" $1,000"	 1.78%	  	2
OCRDX	 Oppenheimer Rising Dividends C	 Large Blend	 +8.28%	 +12.69%	" $1,000"	 1.82%	  	2
OFAFX	 Olstein All Cap Value Adv	 Large Blend	 +7.83%	 +20.56%	" $1,000"	 1.26%	  	2
OFALX	 Olstein All Cap Value C	 Large Blend	 +7.34%	 +19.42%	" $1,000"	 2.26%	  	2
OFSAX	 Olstein Strategic Opportunities A	 Small Blend	 +2.36%	 +24.17%	" $1,000"	 1.60%	  	2
OFSCX	 Olstein Strategic Opportunities C	 Small Blend	 +1.99%	 +23.22%	" $1,000"	 2.35%	  	2
OFSFX	 Olstein Strategic Opportunities Adviser	 Small Blend	 +2.53%	 +24.47%	" $1,000"	 1.35%	  	2
OMSCX	 Oppenheimer Main Street All Cap C	 Large Blend	 +8.07%	 +14.81%	" $1,000"	 1.90%	  	2
OMSNX	 Oppenheimer Main Street All Cap R	 Large Blend	 +8.30%	 +15.36%	" $1,000"	 1.40%	  	2
OMSOX	 Oppenheimer Main Street All Cap A	 Large Blend	 +8.49%	 +15.66%	" $1,000"	 1.15%	 NTF	2
OMSYX	 Oppenheimer Main Street All Cap Y	 Large Blend	 +8.60%	 +15.93%	 $0	 0.89%	  	2
ONCIX	 Oppenheimer Conservative Inv R	 Allocation--30% to 50% Equity	 +4.84%	 +5.48%	 $0	 1.23%	  	2
ONMIX	 Oppenheimer Moderate Inv R	 Allocation--50% to 70% Equity	 +7.98%	 +11.13%	 $0	 1.28%	  	2
ONRDX	 Oppenheimer Rising Dividends R	 Large Blend	 +8.56%	 +13.28%	 $0	 1.32%	  	2
OPECX	 Oppenheimer Capital Income C	 Allocation--30% to 50% Equity	 +3.12%	 +5.37%	" $1,000"	 1.79%	  	2
OPMCX	 Oppenheimer Main Street Mid Cap C	 Mid-Cap Blend	 +7.22%	 +14.32%	" $1,000"	 1.86%	  	2
OPMNX	 Oppenheimer Main Street Mid Cap R	 Mid-Cap Blend	 +7.49%	 +14.88%	 $0	 1.36%	  	2
OPPEX	 Oppenheimer Capital Income A	 Allocation--30% to 50% Equity	 +3.49%	 +6.19%	" $1,000"	 1.03%	 NTF	2
OYCIX	 Oppenheimer Conservative Inv Y	 Allocation--30% to 50% Equity	 +5.15%	 +6.02%	 $0	 0.73%	  	2
OYMIX	 Oppenheimer Moderate Inv Y	 Allocation--50% to 70% Equity	 +8.36%	 +11.71%	 $0	 0.78%	  	2
PADIX	 Pacific Advisors Income & Equity A	 Allocation--30% to 50% Equity	 +0.11%	 +2.07%	" $1,000"	 3.63%	  	2
PAGTX	 Pacific Advisors Large Cap Value A	 Large Blend	 +6.67%	 +16.10%	" $1,000"	 4.60%	  	2
PBCCX	 PNC Balanced Allocation C	 Allocation--50% to 70% Equity	 +6.99%	 +8.50%	" $1,000"	 2.01%	  	2
PBFDX	 Payson Total Return	 Large Blend	 +9.37%	 +19.22%	" $2,000"	 0.97%	  	2
PCINX	 Putnam Investors C	 Large Blend	 +7.40%	 +20.10%	 $0	 1.80%	  	2
PCOCX	 Putnam Capital Opportunities C	 Small Blend	 +3.26%	 +21.17%	 $0	 1.93%	  	2
PCODX	 Pioneer C	 Large Blend	 +8.61%	 +15.02%	" $1,000"	 1.77%	  	2
PCOEX	 Putnam Capital Opportunities R6	 Small Blend	 +3.84%	 +22.60%	 $0	 0.75%	  	2
PCORX	 Putnam Capital Opportunities R	 Small Blend	 +3.53%	 +21.76%	 $0	 1.43%	  	2
PCWRX	 Prudential Corporate Bond R	 Corporate Bond	 +3.64%	 +2.23%	 $0	 1.05%	  	2
PDTCX	 PNC Target 2020 I	 Target-Date 2020	 +4.39%	 +6.17%	 $0	 0.67%	  	2
PDTLX	 PNC Target 2020 T	 Target-Date 2020	 +4.17%	 +5.38%	" $1,000"	 1.17%	  	2
PEAPX	 Principal Intl Emerging Markets R3	 Diversified Emerging Mkts	 +19.75%	 +24.21%	 $0	 1.82%	  	2
PEASX	 Principal Intl Emerging Markets R2	 Diversified Emerging Mkts	 +19.61%	 +23.97%	 $0	 2.00%	  	2
PEFCX	 PIMCO RAE Fundamental PLUS EMG C	 Diversified Emerging Mkts	 +12.70%	 +31.28%	" $1,000"	 2.30%	  	2
PEFDX	 PIMCO RAE Fundamental PLUS EMG D	 Diversified Emerging Mkts	 +13.14%	 +32.29%	" $1,000"	 1.55%	 NTF	2
PEFFX	 PIMCO RAE Fundamental PLUS EMG A	 Diversified Emerging Mkts	 +12.99%	 +32.22%	" $1,000"	 1.55%	  	2
PENAX	 Principal LifeTime 2010 A	 Target-Date 2000-2010	 +5.52%	 +7.41%	" $1,000"	 1.03%	 NTF	2
PFLJX	 Principal LifeTime 2050 J	 Target-Date 2050	 +10.34%	 +15.60%	" $1,000"	 1.05%	  	2
PIALX	 Pioneer Solutions Balanced A	 Allocation--50% to 70% Equity	 +6.71%	 +8.93%	" $1,000"	 1.39%	 NTF	2
PICVX	 Pioneer Solutions Conservative C	 Allocation--15% to 30% Equity	 +4.00%	 +4.13%	" $1,000"	 2.06%	  	2
PIGCX	 Putnam International Equity C	 Foreign Large Blend	 +14.19%	 +18.79%	 $0	 2.07%	  	2
PIIFX.lw	 Pioneer International Equity A LW	 Foreign Large Blend	 -2.39%	 -4.29%	" $1,000"	 1.45%	  	2
PIORX	 Pioneer R	 Large Blend	 +8.79%	 +15.40%	 $0	 1.41%	 NTF	2
PIXEX	 Principal Intl Emerging Markets R1	 Diversified Emerging Mkts	 +19.53%	 +23.80%	 $0	 2.13%	  	2
PJORX	 Prudential Jennison Equity Opportunity R	 Large Blend	 +5.11%	 +20.01%	 $0	 1.27%	  	2
PLEAX	 PNC Multi-Factor All Cap A	 Large Blend	 +7.31%	 +12.50%	" $1,000"	 0.95%	  	2
PLECX	 PNC Multi-Factor All Cap C	 Large Blend	 +6.95%	 +11.75%	" $1,000"	 1.65%	  	2
PLIAX	 Pacific Funds Core Income A	 Corporate Bond	 +2.79%	 +2.23%	" $1,000"	 0.85%	  	2
PLNCX	 Pacific Funds Core Income C	 Corporate Bond	 +2.41%	 +1.46%	" $1,000"	 1.60%	  	2
PLSCX	 Deutsche Multi-Asset Moderate Allc C	 Allocation--50% to 70% Equity	 +5.70%	 +10.26%	" $1,000"	 1.90%	  	2
PLTAX	 Principal LifeTime 2060 J	 Target-Date 2060+	 +10.47%	 +15.93%	" $1,000"	 1.11%	  	2
PLTBX	 Principal LifeTime 2060 R2	 Target-Date 2060+	 +10.33%	 +15.56%	 $0	 1.50%	  	2
PLTCX	 Principal LifeTime 2060 R3	 Target-Date 2060+	 +10.42%	 +15.76%	 $0	 1.32%	  	2
PLTMX	 Principal LifeTime 2060 R4	 Target-Date 2060+	 +10.59%	 +16.01%	 $0	 1.13%	  	2
PLTOX	 Principal LifeTime 2060 R5	 Target-Date 2060+	 +10.65%	 +16.13%	 $0	 1.01%	  	2
PLUSX	 Deutsche Multi-Asset Moderate Allc A	 Allocation--50% to 70% Equity	 +6.15%	 +11.10%	" $1,000"	 1.15%	 NTF	2
PLVVX	 PIMCO RAE Low Volatility PLUS EMG A	 Diversified Emerging Mkts	 +13.80%	 +17.83%	" $1,000"	 1.40%	  	2
PMKCX	 Principal Intl Emerging Markets C	 Diversified Emerging Mkts	 +19.21%	 +23.10%	" $1,000"	 2.66%	  	2
PMRGX	 Putnam RetirementReady 2020 R6	 Target-Date 2020	 +4.23%	 +7.17%	 $0	 0.65%	  	2
PNVMX	 Putnam Investors M	 Large Blend	 +7.55%	 +20.44%	 $0	 1.55%	  	2
POBBX	 Pacific Funds Port Optim Mod-Cnsrv B	 Allocation--30% to 50% Equity	 +5.23%	 +8.02%	" $1,000"	 2.12%	  	2
POBCX	 Pacific Funds Port Optim Mod-Cnsrv C	 Allocation--30% to 50% Equity	 +5.14%	 +8.01%	" $1,000"	 2.12%	  	2
PODBX	 Pacific Funds Port Optim Gr B	 Allocation--70% to 85% Equity	 +7.68%	 +14.12%	" $1,000"	 2.20%	  	2
PODCX	 Pacific Funds Port Optim Gr C	 Allocation--70% to 85% Equity	 +7.63%	 +14.08%	" $1,000"	 2.20%	  	2
POEAX	 Pacific Funds Port Optim Agrsv-Gr A	 Allocation--85%+ Equity	 +9.42%	 +17.84%	" $1,000"	 1.46%	  	2
POERX	 Pacific Funds Port Optim Agrsv-Gr R	 Allocation--85%+ Equity	 +9.27%	 +17.59%	 $0	 1.71%	  	2
POMBX	 Pacific Funds Port Optim Mod B	 Allocation--50% to 70% Equity	 +6.37%	 +11.13%	" $1,000"	 2.16%	  	2
POMCX	 Pacific Funds Port Optim Mod C	 Allocation--50% to 70% Equity	 +6.30%	 +11.07%	" $1,000"	 2.16%	  	2
POPDX	 Putnam Capital Opportunities R5	 Small Blend	 +2.76%	 +21.30%	 $0	 0.85%	  	2
POPMX	 Putnam Capital Opportunities M	 Small Blend	 +3.41%	 +21.49%	 $0	 1.68%	  	2
POVDX	 Putnam International Equity R5	 Foreign Large Blend	 +14.78%	 +20.14%	 $0	 0.96%	  	2
POVEX	 Putnam International Equity R6	 Foreign Large Blend	 +14.81%	 +20.24%	 $0	 0.86%	  	2
POVMX	 Putnam International Equity M	 Foreign Large Blend	 +14.33%	 +19.14%	 $0	 1.82%	  	2
PRCGX	 Perritt MicroCap Opportunities Investor	 Small Blend	 -1.01%	 +25.83%	" $1,000"	 1.23%	 NTF	2
PRPDX	 Permanent Portfolio Permanent A	 Allocation--30% to 50% Equity	 +4.21%	 +2.34%	" $1,000"	 1.07%	  	2
PRPFX	 Permanent Portfolio Permanent I	 Allocation--30% to 50% Equity	 +4.37%	 +2.60%	" $1,000"	 0.82%	 NTF	2
PRPHX	 Permanent Portfolio Permanent C	 Allocation--30% to 50% Equity	 +3.83%	 +1.56%	" $1,000"	 1.82%	  	2
PRRMX	 Putnam RetirementReady 2020 A	 Target-Date 2020	 +4.10%	 +6.86%	 $0	 1.08%	 NTF	2
PRRNX	 Putnam RetirementReady 2020 Y	 Target-Date 2020	 +4.18%	 +7.10%	 $0	 0.83%	  	2
PRROX	 Putnam RetirementReady 2025 A	 Target-Date 2025	 +4.84%	 +8.67%	 $0	 1.07%	 NTF	2
PRVBX	 Permanent Portfolio Versatile Bond I	 Corporate Bond	 -1.26%	 +4.15%	" $1,000"	 0.84%	 NTF	2
PRVDX	 Permanent Portfolio Versatile Bond A	 Corporate Bond	 -1.40%	 +3.87%	" $1,000"	 1.09%	  	2
PSEPX	 1789 Growth and Income P	 Allocation--70% to 85% Equity	 +2.10%	 +4.47%	" $2,000"	 1.08%	  	2
PSMCX	 Principal SmallCap C	 Small Blend	 +1.92%	 +17.04%	" $1,000"	 2.10%	  	2
PSMRX	 Pioneer Solutions Conservative R	 Allocation--15% to 30% Equity	 +4.28%	 +4.73%	 $0	 1.51%	  	2
PSQGX	 Port Street Quality Growth Institutional	 Large Blend	 +7.19%	 +9.13%	" $2,000"	 1.20%	  	2
PTAJX	 Principal LifeTime 2010 J	 Target-Date 2000-2010	 +5.65%	 +7.59%	" $1,000"	 0.87%	  	2
PTAMX	 Principal LifeTime 2010 R3	 Target-Date 2000-2010	 +5.35%	 +7.16%	 $0	 1.24%	  	2
PTAPX	 Principal LifeTime 2010 R5	 Target-Date 2000-2010	 +5.57%	 +7.56%	 $0	 0.93%	  	2
PTASX	 Principal LifeTime 2010 R4	 Target-Date 2000-2010	 +5.50%	 +7.37%	 $0	 1.05%	  	2
PTBNX	 Principal LifeTime 2020 R2	 Target-Date 2020	 +6.99%	 +9.79%	 $0	 1.46%	  	2
PTCNX	 Principal LifeTime 2030 R2	 Target-Date 2030	 +8.52%	 +12.22%	 $0	 1.48%	  	2
